,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
R.Index_M_s_y,160.000064087,196.9046295166,195.7905059816,194.91052856419998,194.3312652586,194.96701660160002,195.6932769776,195.6861022948,195.5432403564,195.72763366680002,196.1526428224,196.4361114502,196.56689758299999,197.2507263186,197.9733673096,197.6871673584,197.167330933,196.22077636720002,195.23857727040001,195.055099487
R.Index_M_s_z,39.68539123536,49.210930633539995,49.225567626979995,49.40120544434,49.85786972046,49.757566833480006,48.37770004276,47.77609710694,48.0562767029,48.20781326294,48.46391830446,48.49227142334,48.743838500980004,48.85517425536,48.80274658201999,49.00066223146,49.171427154540005,49.47457809448001,49.7338493347,50.0199928284
R.Index_M_e_x,-34.58230514526,-45.91828308106,-48.60105819702,-50.16180572508,-50.1997390747,-49.111330413839994,-48.43494262694,-48.01872253417999,-48.50260162354,-49.0993270874,-49.37793960570001,-49.33423080444,-49.54683151244,-50.020186615,-50.41611404418,-50.71779785158,-50.900943756100006,-51.210344696039996,-51.7385795593,-51.979206085200005
R.Index_M_e_y,167.90279846200002,203.20905761720002,198.27508850099997,197.21520080559998,196.62868652359998,195.1257507326,194.59775695820002,194.9560821534,195.68419189459996,196.1024841308,196.8053131102,197.33342590339998,197.6850891114,198.62138671900001,198.99797973619997,199.64964294420002,200.0201080322,199.4839324952,199.03368225100002,199.00912475599998
R.Index_M_e_z,-6.886568832398,-10.021482849124,-10.5679058075,-10.39882068632,-10.16741046908,-10.705207061780001,-12.43983154296,-13.324478721599998,-12.827748489380003,-12.48659133912,-12.14955654144,-12.13917694092,-11.78570308684,-11.56652393342,-11.595420074439998,-11.419229888899999,-11.19299526214,-10.8344779968,-10.45550994872,-10.1646471024
R.Index_M_d_x,0.39634802341459996,0.4817133009433999,0.47441194653499996,0.47449203729620004,0.4682695686816,0.4571355104446,0.4466439664366,0.43839267492300005,0.4449783980846,0.45053424239180007,0.4528162598612,0.45220650434500004,0.45504378676400004,0.45798215866119996,0.4588518917562,0.45751906037339996,0.4581427454952,0.4591173112391999,0.4616288125514,0.46147859096500005
R.Index_M_d_y,-0.11623962223519999,-0.09273047894234,-0.0365451898426,-0.033898929506540006,-0.03379227630794,-0.0023347861599340002,0.0161137688905,0.010737709421648001,-0.0020732259086803997,-0.005513595044612,-0.009599987044943999,-0.01319840550422,-0.01644723936916,-0.02016074955464,-0.015070804394780002,-0.0288656320423,-0.04196088612078,-0.047997063398360004,-0.055821383744459996,-0.0581589080393
R.Index_M_d_z,0.6850169658659999,0.8712368488311999,0.879489326477,0.8795857429502,0.8828989505766,0.8893339633942,0.8945520162582001,0.8987152576448001,0.8955300569536,0.8927409648895999,0.8915506005288,0.8918149471284,0.8903160452842,0.8887297987938,0.8883836746214,0.8887032389642,0.8878873348234,0.8870729565619999,0.8853123545643999,0.885242938995
R.Index_P_s_x,-34.58230514526,-45.91828308106,-48.60105819702,-50.16180572508,-50.1997390747,-49.111330413839994,-48.43494262694,-48.01872253417999,-48.50260162354,-49.0993270874,-49.37793960570001,-49.33423080444,-49.54683151244,-50.020186615,-50.41611404418,-50.71779785158,-50.900943756100006,-51.210344696039996,-51.7385795593,-51.979206085200005
R.Index_P_s_y,167.90279846200002,203.20905761720002,198.27508850099997,197.21520080559998,196.62868652359998,195.1257507326,194.59775695820002,194.9560821534,195.68419189459996,196.1024841308,196.8053131102,197.33342590339998,197.6850891114,198.62138671900001,198.99797973619997,199.64964294420002,200.0201080322,199.4839324952,199.03368225100002,199.00912475599998
R.Index_P_s_z,-6.886568832398,-10.021482849124,-10.5679058075,-10.39882068632,-10.16741046908,-10.705207061780001,-12.43983154296,-13.324478721599998,-12.827748489380003,-12.48659133912,-12.14955654144,-12.13917694092,-11.78570308684,-11.56652393342,-11.595420074439998,-11.419229888899999,-11.19299526214,-10.8344779968,-10.45550994872,-10.1646471024
R.Index_P_e_x,-48.53580932616,-62.080098724360006,-62.722536468520005,-64.01700515746,-63.676498413080004,-61.20292587281999,-59.12154464724,-58.21640014649999,-59.014535522459994,-59.501351165799996,-59.748751068139995,-59.94551925660001,-60.20505752562,-61.35183258056001,-62.556319427480005,-63.33386764526,-63.79417419434001,-64.2301979065,-64.8496078491,-65.1407623291
R.Index_P_e_y,140.65461120599997,168.48147583,162.64367370620002,161.4792114258,160.7617767336,158.7714019776,157.7997009278,158.0078125,158.8220306398,159.211755371,159.90914917,160.505923462,160.8703704834,162.018496704,162.6601318362,163.4913391114,163.97098388659998,163.48582458520002,163.0897003174,163.09007263200002
R.Index_P_e_z,-8.673126029959999,-11.350986480700001,-10.9884206772,-11.02195034028,-11.312302017219999,-11.867935180660002,-13.497309303280002,-13.840680885300003,-13.2015106201,-13.07379379272,-12.91605319976,-12.920153236400001,-12.53037834168,-12.593518829339999,-12.8749486923,-13.098578834540001,-13.116072464000002,-12.85337200164,-12.821013832079998,-12.6285839081
R.Index_P_d_x,0.3640004992486,0.42160794734960005,0.368382358551,0.36143602132779995,0.351563835144,0.315429484844,0.2787778913976,0.266023492813,0.2742213368414,0.27135415077220004,0.2705399632454,0.2768132269382,0.2780376434324,0.2956049084664,0.3166975557804,0.32911124229419997,0.33634148240100004,0.3396446526052,0.3420231103898,0.343341261148
R.Index_P_d_y,0.7108145356178,0.9059269428254,0.9295050024988001,0.9322329998014001,0.9356484174728001,0.9483639717101999,0.9599388599393999,0.96385743618,0.961611008644,0.9623562097548,0.9624981522562,0.9607070446013999,0.9603734850884,0.9548475027084,0.9479335427283999,0.9432497143745999,0.9404017090796,0.9390708684922,0.937658905983,0.9370086789129999
R.Index_P_d_z,0.04660533219576,0.034682322293519995,0.010969833470859999,0.01625537797808,0.029866413399559998,0.030331707000720003,0.027586077526200004,0.013465997017928,0.00975020928308,0.015318156220020002,0.019995347410439998,0.020373074337860002,0.01942609921096,0.02679087743162,0.033378643542559996,0.04380862116816,0.05016668513420001,0.05266622677446,0.06170812845232,0.0642759203911
R.Index_I_s_x,-48.53580932616,-62.080098724360006,-62.722536468520005,-64.01700515746,-63.676498413080004,-61.20292587281999,-59.12154464724,-58.21640014649999,-59.014535522459994,-59.501351165799996,-59.748751068139995,-59.94551925660001,-60.20505752562,-61.35183258056001,-62.556319427480005,-63.33386764526,-63.79417419434001,-64.2301979065,-64.8496078491,-65.1407623291
R.Index_I_s_y,140.65461120599997,168.48147583,162.64367370620002,161.4792114258,160.7617767336,158.7714019776,157.7997009278,158.0078125,158.8220306398,159.211755371,159.90914917,160.505923462,160.8703704834,162.018496704,162.6601318362,163.4913391114,163.97098388659998,163.48582458520002,163.0897003174,163.09007263200002
R.Index_I_s_z,-8.673126029959999,-11.350986480700001,-10.9884206772,-11.02195034028,-11.312302017219999,-11.867935180660002,-13.497309303280002,-13.840680885300003,-13.2015106201,-13.07379379272,-12.91605319976,-12.920153236400001,-12.53037834168,-12.593518829339999,-12.8749486923,-13.098578834540001,-13.116072464000002,-12.85337200164,-12.821013832079998,-12.6285839081
R.Index_I_e_x,-45.65809249878,-58.6776397705,-59.21513442992,-60.39388198854,-60.21214599608,-57.789971923799996,-55.53066787718001,-54.72441482542,-55.48534240724,-55.882521820060006,-56.078533935539994,-56.33525390626001,-56.5242706299,-57.732401275639994,-59.090387725819994,-60.0242958069,-60.52264633178,-60.9560913086,-61.503236389159994,-61.7795791626
R.Index_I_e_y,133.8888977052,160.82228088360003,155.72043762180002,154.7203460692,153.770651245,152.1805999756,151.8076263428,151.6730133058,152.0389068602,152.18162536620002,152.7666351318,153.320275879,153.649923706,154.8741088868,155.8018035888,156.321194458,156.5402435302,155.94407653820002,155.46972351079998,155.49197387700002
R.Index_I_e_z,6.932520103454,8.519176101686,9.132365417479999,9.134709739684,8.79286518097,8.379002571108,6.906189632416,6.476064014434,6.963443851472,6.990754890442,7.0994437217719994,7.090836620332,7.455206394196,7.430289173126001,7.275833129882,6.969338035584,6.863614177705999,7.084226322174,7.074809646608,7.273146629330001
R.Index_I_d_x,-0.1334355086088,-0.15776704549780002,-0.1626330971718,-0.16799891889059998,-0.16063695847980003,-0.15825366675839997,-0.1665036976336,-0.1619182497264,-0.1636435300114,-0.1677998185158,-0.1701826006178,-0.167402714491,-0.17067269980920002,-0.16782774031160003,-0.1607101798056,-0.1534599989652,-0.1516959577798,-0.1518155306576,-0.1551663517952,-0.155853122473
R.Index_I_d_y,0.3137162148954,0.3551456689836,0.32102032303800004,0.3133986949922,0.3241682767866,0.3056058168408,0.27784371972079996,0.2937353670596,0.3145235419272,0.3259768366814,0.331187927723,0.3331879556178,0.3348015487194,0.33127482533459995,0.318010634184,0.33246909379940004,0.3445525467396,0.3496998190877999,0.3533271789552,0.352312684059
R.Index_I_d_z,-0.7236109375954,-0.9213503837584,-0.932971417904,-0.9346348404882001,-0.9322471857071999,-0.9388207912445999,-0.9460803270342,-0.9420577049254,-0.9350194692611999,-0.9303637862205999,-0.9280893206595999,-0.9278803110126,-0.9267022967338001,-0.9284746885298001,-0.9343622446058,-0.930519914627,-0.9264288067816,-0.9244772434232,-0.9225402355193999,-0.922814011574
R.Index_D_s_x,-45.65809249878,-58.6776397705,-59.21513442992,-60.39388198854,-60.21214599608,-57.789971923799996,-55.53066787718001,-54.72441482542,-55.48534240724,-55.882521820060006,-56.078533935539994,-56.33525390626001,-56.5242706299,-57.732401275639994,-59.090387725819994,-60.0242958069,-60.52264633178,-60.9560913086,-61.503236389159994,-61.7795791626
R.Index_D_s_y,133.8888977052,160.82228088360003,155.72043762180002,154.7203460692,153.770651245,152.1805999756,151.8076263428,151.6730133058,152.0389068602,152.18162536620002,152.7666351318,153.320275879,153.649923706,154.8741088868,155.8018035888,156.321194458,156.5402435302,155.94407653820002,155.46972351079998,155.49197387700002
R.Index_D_s_z,6.932520103454,8.519176101686,9.132365417479999,9.134709739684,8.79286518097,8.379002571108,6.906189632416,6.476064014434,6.963443851472,6.990754890442,7.0994437217719994,7.090836620332,7.455206394196,7.430289173126001,7.275833129882,6.969338035584,6.863614177705999,7.084226322174,7.074809646608,7.273146629330001
R.Index_D_e_x,-40.037155151360004,-52.14670257570001,-53.14270248414,-54.35880966186001,-54.360718536360004,-52.3695777893,-50.45897674562001,-49.736058807380005,-50.29474716186,-50.63426971436,-50.80229873658,-51.025247955320005,-51.15634231566,-52.288690948500005,-53.6611557007,-54.56442337036001,-54.977173614499996,-55.352920532220004,-55.8491455078,-56.1169128418
R.Index_D_e_y,137.0345184326,165.3210723878,160.97347412099998,160.0930206298,159.08547058119998,157.85893554720002,157.741140747,157.6095489502,157.9188934326,158.02035522440002,158.5564849854,159.0820587156,159.3558746336,160.373199463,161.0004760742,161.25706481900002,161.4007751462,160.80275878880002,160.2614837648,160.276367188
R.Index_D_e_z,17.28771858216,21.5359611511,22.09010124206,22.06189079284,21.82732276916,21.44613075254,20.000907897959998,19.60146636962,20.03577003482,20.058657073979997,20.177819824220002,20.16794013976,20.533134841920003,20.5649219513,20.538325119040003,20.3194507599,20.2063217163,20.40344200136,20.3967761993,20.594150543199998
R.Index_D_d_x,-0.36871069073659996,-0.4284030377864,-0.3983268916608,-0.3958762586116,-0.38382990956319996,-0.35555583834640003,-0.33268234729760005,-0.3272159397602,-0.3404819965364,-0.3442640542982,-0.34609960913660004,-0.3483148515226,-0.3521143198012,-0.357085299492,-0.3561356246472,-0.3581454575064,-0.3637604892254,-0.36754529476159997,-0.37088546156899993,-0.37144792079899996
R.Index_D_d_y,-0.20633995532979998,-0.2951025068762,-0.34457787275319995,-0.3524256527424,-0.3486305892466,-0.3724757492542,-0.3892144620418,-0.3894126832486,-0.38570326566720003,-0.382996994257,-0.37979064583780003,-0.3779495894908,-0.37428722977640005,-0.360718023777,-0.34101185202580003,-0.32377305030840003,-0.3188311338424,-0.3187098741532,-0.3143200576306,-0.313836783171
R.Index_D_d_z,-0.6792590022086,-0.8538483738898002,-0.8499748706815999,-0.8479706168174002,-0.8550075650216,-0.8571505308152,-0.8589603781699999,-0.860973227024,-0.8574915647508,-0.857201397419,-0.8578883767128002,-0.8578049421312001,-0.8578590512276,-0.8615785717964,-0.869965708256,-0.8757132053374,-0.8752274394034,-0.8736865758896,-0.8738670349122,-0.873803794384
R.Middle_M_s_x,-0.43705262504408005,-3.935925579072,-6.88717689514,-8.419521903994001,-8.810809516907998,-8.320742988588,-8.228221893312,-8.311952209474,-8.403672409058,-8.651822280882001,-8.788129806516,-8.791941452026,-8.832393074036,-9.150691795352,-9.524596977236,-9.934822845466,-10.09760951998,-10.35567970276,-10.733408165,-10.986176490799998
R.Middle_M_s_y,157.68417053219997,194.0999938964,193.3343414304,192.5429229738,192.110083008,193.0499206542,194.128631592,194.2486267088,194.0487823488,194.2985656738,194.7618591308,194.983984375,195.1118438722,195.62461242659998,196.0972747804,195.7375213622,195.1963134766,194.2405792236,193.2868713378,193.10272216799999
R.Middle_M_s_z,34.6190711975,43.18116760253999,43.40039062502,43.575307464599994,44.08924484254,44.14734954834,42.88397674562,42.35732040404,42.55236587526,42.63482131958,42.85872039794,42.89199752806,43.108174896259996,43.1900970459,43.15028076172,43.34233016969999,43.48287887572,43.76398773194,43.97943878174001,44.262550354
R.Middle_M_e_x,-20.371290206900003,-27.757867813119997,-29.99812660216,-31.507184219360006,-31.435857391359995,-30.0670150757,-29.162457656860006,-28.66688232422,-29.232532501220003,-29.85057907104,-30.14006423952,-30.118518066399997,-30.357139968899997,-30.915954971319998,-31.395758438119998,-31.751820754979995,-31.981793975840002,-32.318004608159995,-32.87274932858,-33.1190910339
R.Middle_M_e_y,162.2802734376,196.56682434099997,192.48824462899998,191.59441528300005,191.2637481688,190.4335449218,190.60592041019999,191.16264953600003,191.73278503420002,192.250100708,193.0016021728,193.4059173584,193.7377960204,194.3577423094,194.31980896,194.7808807372,195.05532226539998,194.4761444094,194.04079284660003,194.00465393099998
R.Middle_M_e_z,-12.72261371612,-16.670127868659996,-16.78006248474,-16.6139125824,-16.27592773436,-16.488739013679997,-17.99337501524,-18.74060897828,-18.41943664552,-18.219400024420004,-17.950938797,-17.931609725959998,-17.65050621032,-17.48505516054,-17.474073791499997,-17.318569183359998,-17.162709426880003,-16.852782058699997,-16.56879310606,-16.2861862183
R.Middle_M_d_x,0.3091850936412,0.36948440074919997,0.3584567129612,0.35809552669539996,0.3509202480314,0.33729020953160005,0.32469532489779995,0.3157101452348,0.32306093573579997,0.32879811525360003,0.3311739265918,0.33078063726440005,0.3338542938232,0.3375847756862,0.339227283001,0.3383871793746,0.339429271221,0.34064125418639996,0.3433868110178,0.343287140131
R.Middle_M_d_y,-0.07128672450778,-0.03826117031278,0.01312317670162678,0.014711595699194002,0.013126868940886,0.04058065377173999,0.0546381473541,0.047864291071899996,0.03592170849444,0.0317722130567,0.0273020338267,0.024476221203799997,0.02131183221934,0.01964947804808,0.02756894715134,0.014837739616630003,0.002186809573324,-0.00365367619233508,-0.011693514604108,-0.0139891915023
R.Middle_M_d_z,0.7342815876006,0.9283088564872,0.9334141612054001,0.9335501074789999,0.9362791776656001,0.9404811739922,0.9442232251166001,0.9476444482804001,0.9456881999967999,0.9438644766806,0.9431732892989999,0.9433896183967999,0.9423825979234,0.9410870552064001,0.9402991652488,0.9408659934997999,0.9406285047532,0.9401815652848,0.9391185045244,0.9391263127330001
R.Middle_P_s_x,-20.371290206900003,-27.757867813119997,-29.99812660216,-31.507184219360006,-31.435857391359995,-30.0670150757,-29.162457656860006,-28.66688232422,-29.232532501220003,-29.85057907104,-30.14006423952,-30.118518066399997,-30.357139968899997,-30.915954971319998,-31.395758438119998,-31.751820754979995,-31.981793975840002,-32.318004608159995,-32.87274932858,-33.1190910339
R.Middle_P_s_y,162.2802734376,196.56682434099997,192.48824462899998,191.59441528300005,191.2637481688,190.4335449218,190.60592041019999,191.16264953600003,191.73278503420002,192.250100708,193.0016021728,193.4059173584,193.7377960204,194.3577423094,194.31980896,194.7808807372,195.05532226539998,194.4761444094,194.04079284660003,194.00465393099998
R.Middle_P_s_z,-12.72261371612,-16.670127868659996,-16.78006248474,-16.6139125824,-16.27592773436,-16.488739013679997,-17.99337501524,-18.74060897828,-18.41943664552,-18.219400024420004,-17.950938797,-17.931609725959998,-17.65050621032,-17.48505516054,-17.474073791499997,-17.318569183359998,-17.162709426880003,-16.852782058699997,-16.56879310606,-16.2861862183
R.Middle_P_e_x,-39.8933128357,-51.03569412232,-51.26574401856,-52.4745223999,-52.04622497556001,-49.32832870484,-47.007778930659995,-45.99996566772,-46.897185516360004,-47.35239410398,-47.5921272278,-47.83344650268,-48.13018722534,-49.38609848022,-50.687882232659994,-51.53707199096,-52.04259796141999,-52.50078430175999,-53.118305206319995,-53.407653808599996
R.Middle_P_e_y,134.0797515868,160.62320861819998,155.4009552002,154.3203033446,153.7284667968,152.17236633299999,151.65796203600001,152.0381866454,152.75768737799999,153.18950805640003,153.9025848388,154.4209381104,154.774835205,155.7007141114,156.058517456,156.7394561766,157.1384155274,156.6173767088,156.1957824706,156.178390503
R.Middle_P_e_z,-10.0187927246,-12.75026493074,-12.139334297180001,-12.07391262054,-12.29708480834,-12.69377746584,-14.2292837143,-14.44667320252,-14.11537246702,-14.02517642976,-13.9110279083,-13.933040046679997,-13.69538612366,-13.759646225000001,-13.798610115059997,-14.007730865480003,-14.07949028018,-13.85461101532,-13.82957248688,-13.605560302699999
R.Middle_P_d_x,0.4539221286772001,0.5412513613702,0.4945103645324,0.48752834200879996,0.47922815680499997,0.44786024093619997,0.4149358332156,0.40302538275719996,0.4107349812986,0.40694871544839994,0.40579184293759996,0.4119039714337999,0.41325535178179995,0.4294640541075999,0.448576617241,0.4600427091118,0.4664498209953999,0.46928593516359995,0.4707456350328,0.471745669842
R.Middle_P_d_y,0.6557128190993999,0.8357537508010001,0.8623461961746001,0.8666901707647998,0.8727628707885999,0.8896413207052001,0.9056101322176,0.9097141742708,0.9062411904334,0.9082291126249998,0.9091224431989999,0.9064709424970001,0.9059589862822,0.8988454341888001,0.8896439194679999,0.8845316052437999,0.8816363692282,0.8802844524383999,0.8799646496772,0.8795288205149999
R.Middle_P_d_z,-0.0628686979413,-0.09114386588332,-0.10790528059020002,-0.10556316822760001,-0.09251526147128,-0.08823969364166,-0.0875218972564,-0.09984173625718,-0.10007724016918,-0.09752325117587998,-0.09393519312142,-0.09297394156458001,-0.09196366369724,-0.08662245720624,-0.08546114861966,-0.07698295116424,-0.07169039696456,-0.0697128713131,-0.06369181126356,-0.0623293854296
R.Middle_I_s_x,-39.8933128357,-51.03569412232,-51.26574401856,-52.4745223999,-52.04622497556001,-49.32832870484,-47.007778930659995,-45.99996566772,-46.897185516360004,-47.35239410398,-47.5921272278,-47.83344650268,-48.13018722534,-49.38609848022,-50.687882232659994,-51.53707199096,-52.04259796141999,-52.50078430175999,-53.118305206319995,-53.407653808599996
R.Middle_I_s_y,134.0797515868,160.62320861819998,155.4009552002,154.3203033446,153.7284667968,152.17236633299999,151.65796203600001,152.0381866454,152.75768737799999,153.18950805640003,153.9025848388,154.4209381104,154.774835205,155.7007141114,156.058517456,156.7394561766,157.1384155274,156.6173767088,156.1957824706,156.178390503
R.Middle_I_s_z,-10.0187927246,-12.75026493074,-12.139334297180001,-12.07391262054,-12.29708480834,-12.69377746584,-14.2292837143,-14.44667320252,-14.11537246702,-14.02517642976,-13.9110279083,-13.933040046679997,-13.69538612366,-13.759646225000001,-13.798610115059997,-14.007730865480003,-14.07949028018,-13.85461101532,-13.82957248688,-13.605560302699999
R.Middle_I_e_x,-35.631292724599994,-46.182403564459996,-46.630348205539995,-47.76830291746,-47.593141937240006,-45.208535766619995,-42.95176467894,-42.0301383972,-42.744677734380005,-43.0143699646,-43.19338912964,-43.47556915284,-43.68568191526,-45.032267761220005,-46.58612213133999,-47.5574913025,-48.01502914428001,-48.41675491334,-48.92180328368,-49.197956085200005
R.Middle_I_e_y,129.20543518059998,155.4435119628,151.0169006348,150.00335998539998,149.1137176516,147.76929321300003,147.5711547852,147.95823059079999,148.5078674316,148.85212097180002,149.4314849852,149.911691284,150.2225769042,150.9668731688,151.237213135,151.594985962,151.819012451,151.240875244,150.7035736084,150.669937134
R.Middle_I_e_z,9.21646194456,11.608028602599997,12.4177307129,12.481732559200001,12.25111370086,11.95140609742,10.481395721424,10.279208755498,10.55171833036,10.59478797912,10.6742269516,10.65255203246,10.86674251556,10.7841571808,10.771694564819999,10.516897582999999,10.40026245116,10.603254508940001,10.58351249694,10.8016424179
R.Middle_I_d_x,-0.1679763406514,-0.19127971529960003,-0.1826919555664,-0.185483288765,-0.1755065858364,-0.16237082183360002,-0.1598571538926,-0.1564603209494,-0.1636601924896,-0.17097183465979998,-0.1733647197482,-0.1717543035746,-0.1751685112718,-0.17159480750560002,-0.1616601079704,-0.15684473216539999,-0.15873604416860002,-0.16096130013460003,-0.16539410352720002,-0.165914162993
R.Middle_I_d_y,0.1921083897352,0.20414415597920002,0.1727860033512,0.17014098763480004,0.1818782269956,0.17353556454199998,0.1610707789658,0.1608007609846,0.1674954980614,0.170946726203,0.1762166649104,0.17772013247020002,0.17941531240960001,0.1865719139576,0.19001905918120002,0.2027557939288,0.20965029895300002,0.211900693178,0.21646099388599999,0.217101186514
R.Middle_I_d_z,-0.7581071138382,-0.9600182652474001,-0.9678522586822,-0.9677963137628002,-0.9675028324126,-0.971325182915,-0.9739065885544,-0.9745057582854001,-0.9721886396408002,-0.9703312635422,-0.968963313103,-0.9689765930178001,-0.9680518388748001,-0.967329597473,-0.9683740735054001,-0.9665738701822001,-0.9648051738738002,-0.9639425754548,-0.9621776342392,-0.961945712566
R.Middle_D_s_x,-35.631292724599994,-46.182403564459996,-46.630348205539995,-47.76830291746,-47.593141937240006,-45.208535766619995,-42.95176467894,-42.0301383972,-42.744677734380005,-43.0143699646,-43.19338912964,-43.47556915284,-43.68568191526,-45.032267761220005,-46.58612213133999,-47.5574913025,-48.01502914428001,-48.41675491334,-48.92180328368,-49.197956085200005
R.Middle_D_s_y,129.20543518059998,155.4435119628,151.0169006348,150.00335998539998,149.1137176516,147.76929321300003,147.5711547852,147.95823059079999,148.5078674316,148.85212097180002,149.4314849852,149.911691284,150.2225769042,150.9668731688,151.237213135,151.594985962,151.819012451,151.240875244,150.7035736084,150.669937134
R.Middle_D_s_z,9.21646194456,11.608028602599997,12.4177307129,12.481732559200001,12.25111370086,11.95140609742,10.481395721424,10.279208755498,10.55171833036,10.59478797912,10.6742269516,10.65255203246,10.86674251556,10.7841571808,10.771694564819999,10.516897582999999,10.40026245116,10.603254508940001,10.58351249694,10.8016424179
R.Middle_D_e_x,-28.078564453120002,-37.34142761228,-38.3770614624,-39.56631469727999,-39.61193847654,-37.76596984864,-35.96412734988,-35.13526229858,-35.62267532349999,-35.82868041992,-35.98357467652,-36.22073898318,-36.37774658202,-37.618969726580005,-39.1836013794,-40.11839065552,-40.46873245238,-40.79437408448,-41.22329101564,-41.481590271
R.Middle_D_e_y,133.9636444092,161.97436828620002,158.390362549,157.466583252,156.481503296,155.4402038572,155.48284912100002,156.090789795,156.6117858888,156.95471191380003,157.4744537354,157.89628906259998,158.14841308579997,158.61802368180003,158.45127258320002,158.481781006,158.6086242674,158.0311279298,157.44773254400002,157.40855407700002
R.Middle_D_e_z,19.2274597168,24.26655158996,25.01194229128,25.058074951179997,25.02335510254,24.869307327259996,23.508885955800004,23.21981430054,23.38702812194,23.395551681479997,23.49897346496,23.48839683534,23.70886573792,23.730863571159997,23.97361412048,23.87231903076,23.74566688538,23.9049533844,23.86486320494,24.0754737854
R.Middle_D_d_x,-0.4504412055014,-0.5272716522215999,-0.49222219586380006,-0.4891626775264,-0.47599519491200004,-0.44387115240119995,-0.41673944592480006,-0.41120719909660003,-0.42475282549860005,-0.4285511136056,-0.42998996376980003,-0.43267465829859997,-0.43584185838699996,-0.44212560653680005,-0.44148286581019996,-0.443664443493,-0.4500575780868,-0.4545952379704,-0.4591356337072,-0.460200369358
R.Middle_D_d_y,-0.2837773978712,-0.3894972085952,-0.4397498428822,-0.44510309100139994,-0.439411252737,-0.4574895262718,-0.4718497812748,-0.4850220441816,-0.48331382870699996,-0.48323467969899997,-0.47967889904980004,-0.4761976540088,-0.472693169117,-0.4563110053538001,-0.4302431285378,-0.4107251942158,-0.4049292504786,-0.4049675047396001,-0.40221845507619997,-0.401887893677
R.Middle_D_d_z,-0.5970512628554,-0.7549483776092,-0.7511129140852,-0.7500470757484,-0.7617304325104,-0.7704175949096002,-0.776953470707,-0.7717716813088,-0.7654917716982,-0.7634314775467999,-0.764861893654,-0.7655237436296,-0.7658982276916,-0.7721354603766,-0.7873562932014,-0.796511018276,-0.7959136247634,-0.7933071136477999,-0.7920934677126,-0.7916449308399999
R.Ring_M_s_x,6.423731613159999,4.941058063504,2.348249125482,0.8600045800205999,0.5569635808466,1.2883374094970002,1.5875420808780003,1.570084857942,1.406089210508,1.147159457206,1.0044110655798,0.9763499975202,0.9150576591490001,0.5173262178897999,0.06361640766268001,-0.39943587779999995,-0.6044019699096,-0.8854533553132,-1.2837741613400002,-1.54189777374
R.Ring_M_s_y,153.25992736799998,188.7019561768,188.31643981939996,187.60920410140002,187.3112701416,188.5718597414,190.0033416748,190.2353302004,189.96517639159998,190.2718322754,190.76585083019998,190.9257781984,191.0467834474,191.39483337400003,191.64078369140003,191.1956939698,190.6188629152,189.6475219724,188.7111572266,188.52369689900002
R.Ring_M_s_z,30.64024963378,38.60733642578,39.1113227844,39.281413269039994,39.83554229736,40.08748168946,38.9445892334,38.46773147584,38.5546318054,38.55364608766,38.732142639159996,38.76860046386,38.94243087766,39.00484466552,39.0155822754,39.17854232786,39.26189117433999,39.50856552126,39.65995864868,39.934814453099996
R.Ring_M_e_x,-5.598499202730001,-8.909758758544,-10.63106536866,-12.0692893982,-11.9034833908,-10.234556770328002,-9.081844711304,-8.542642974854,-9.173377418518001,-9.767958259584,-10.05097713472,-10.07176628114,-10.32242984772,-10.984541893020001,-11.5835334778,-12.032706260660001,-12.324788284299999,-12.690237426740001,-13.259191322339998,-13.5151157379
R.Ring_M_e_y,154.29816589360001,187.2280120846,184.23522033700002,183.5048004152,183.40342407240001,183.3624084474,184.2755920412,184.979562378,185.33067321779998,185.917175293,186.6885894774,186.95965576179998,187.2544952392,187.5669464112,187.1855255126,187.3941497804,187.50563964839998,186.85270080560002,186.3852722166,186.325195312
R.Ring_M_e_z,-14.063198089599998,-17.57177124022,-17.15171470642,-16.992145156840003,-16.556893920900002,-16.39889678956,-17.659967040999998,-18.28549690246,-18.167352294900002,-18.127254486060004,-17.94220581054,-17.915093612680003,-17.71589202884,-17.59776649478,-17.511591720579997,-17.398131179820002,-17.33997154236,-17.09216766358,-16.92623023984,-16.657094955399998
R.Ring_M_d_x,0.2076866149902,0.23927583694460003,0.2242204338314,0.2233563274146,0.21525688767419998,0.19906047582619998,0.18431594967839998,0.174699547887,0.18276256024840004,0.18856099843960003,0.1909842073916,0.19085857868199999,0.194130000472,0.1986972391606,0.2012070149182,0.20096724629400003,0.2024721860884,0.20393018126499998,0.2068779021504,0.206839889288
R.Ring_M_d_y,-0.017935793660588,0.0254627013579,0.07050394192340001,0.07090445458886001,0.06750887781384,0.08999438732868,0.0989481031893,0.09079451858997999,0.08006203472614,0.07522763460876,0.0704355672002,0.06851561665534,0.06551259309051999,0.0661275714636,0.07696554213762,0.0656724907458,0.0537816002965,0.04828113690018,0.040180162340400005,0.037979580462
R.Ring_M_d_z,0.7722616434096,0.9705061554908001,0.9719560265544,0.9721378087997999,0.97419141531,0.9758143186569999,0.9778558611872,0.9804242134096001,0.979884457588,0.9791747212409998,0.9790615439415999,0.979223012924,0.9787847161291999,0.9778222560882,0.9765190839765999,0.9773741841315999,0.9778093338014001,0.9777898311614,0.977538537979,0.9776372909550001
