,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
R.Arm direction_y,0.3344294369222,0.20193547606460002,0.17905036211019998,0.1912604689598,0.09310288429258,0.17504648119240002,0.35641070604339997,0.3206654965878,0.18666750788699998,0.1193416938186,0.1427177891136,0.2588555514812,0.22871048450460002,0.2299691200254,0.20766114592540003,0.2122616916894,0.22417669296280002,0.23966864347480002,0.25818648636339997,0.258039367199,0.255197250843,0.26455398797979995,0.2666177988052,0.2636473119258,0.26404317617420003,0.2624818563462,0.25496109724059995,0.252036958933,0.2510070621968,0.24655598103999998,0.2255674749612,0.2231325685978,0.22368580698939997,0.2218522191046,0.2158706009388,0.2099692672492,0.22130510211,0.246958872676,0.27462424635879995,0.277616226673,0.25484739542019996,0.22376503348360002,0.2195516914132,0.22279039025300001,0.22570176422599997,0.229061022401,0.23118529021759998,0.226900601387,0.22071035504359998,0.220242589712,0.22256571352479998,0.22581827938579999,0.22974297404299998
R.Arm direction_z,-0.198775318265,-0.19357958138,-0.19368292689320002,-0.1605947077274,-0.19803369641299998,-0.20954321324820002,-0.18716654479519998,-0.16862727701639998,-0.1618564128874,-0.14949629604819997,-0.20257409811000002,-0.18641143739219998,-0.3186464965344,-0.3633470058442,-0.3577665925026,-0.32670106291779993,-0.34329611063,-0.29267767071719997,-0.25821699500080003,-0.26870479583760004,-0.27103810906400005,-0.2704417049886,-0.27562377452840003,-0.2768866479396,-0.27569814324380004,-0.27881591916080006,-0.2794952869414,-0.27722076773619997,-0.276684886217,-0.2821542680264,-0.28961501121519995,-0.3023794829846,-0.30036289691920004,-0.297126609087,-0.2983200490476,-0.304136300087,-0.30724701285379996,-0.31916840672479996,-0.3565032422542,-0.38079824447620003,-0.37253676056859997,-0.37051311731340003,-0.36908687949179997,-0.3650373876096,-0.35917778611180007,-0.35794007182099996,-0.3602673888208,-0.359294605255,-0.3558164477348,-0.347031337023,-0.3408136606218,-0.33219508528700004,-0.3293166011575
R.wrist position_x,37.34438056946,28.59056282042,25.07131347658,2.9772272109919995,-30.56349525452,-55.94737854003999,-57.16729888914,-57.95684890745999,-56.72079162596,-46.32158432008,-13.790998971464001,25.74030160904,56.33391799927999,53.646138763420005,46.93636779786,47.656072998039996,63.32424468996,67.25886230466,64.14774932858,62.228753662100004,62.5497970581,63.05786590575999,63.32493515016,63.22738342284,62.9798347473,62.48548049925999,61.8054359436,61.31295471192,61.034995269759996,61.13218460086,62.00864410401999,62.98971557617999,63.02264022826,62.58126373292,61.70070114135999,61.3451812744,63.197729492179995,67.25823669434,73.04652709958,75.43299407958,73.66069641114,70.85374298095999,69.94809875489999,69.58672332763999,69.25648498534,69.30080566408,69.6165283203,68.97134246824001,67.74591674806,66.68758392332,66.39317016602,66.06656036378,65.78569030759999
R.wrist position_y,210.39850769039998,208.73570556640001,208.5818878176,207.5270355226,223.64514465320002,241.27417297359997,236.91717529279998,241.57297668459995,243.6879730224,243.0648345948,241.8504608156,216.97888183599997,208.19967346180002,206.0427429198,203.975909424,204.8857696534,213.2956207276,219.33974304179998,217.45123291020005,216.2322265626,217.5516387938,218.28273925780005,217.9022949218,217.1619049072,216.7438232422,216.01027526859997,215.077005005,214.97019348139997,214.26191101080002,212.4880859374,209.6921142578,209.47185974120003,208.93382568340002,208.0513366698,206.40675354,206.3266601564,210.912045288,213.99264221180002,217.279949951,217.67628479,214.93025512719996,208.40399475099997,206.6674987792,207.08968200680002,207.3276702884,207.4655517576,207.26637878419996,205.1034576414,201.76605529780002,200.7714111328,200.55971679700002,199.77168273919997,199.4508972165
R.wrist position_z,45.772814178459996,39.677430725099995,42.65657196046,44.02860412598,46.37033538818,46.92059402464,46.817713928219995,50.57428131104,53.67590560912,55.03108825686,55.595413970959996,45.84147720335999,42.48993988037999,47.315800476060005,47.554605865460005,46.64987945556,44.132106018079995,49.910968017580004,54.12673645018,56.3645713806,56.349540710439996,56.25966262816,56.64449081422,56.617012786880004,56.76811447144,56.566464233400005,56.08836822508,56.10611572266,56.10924301148001,55.39605484008,54.0668434143,54.7009239197,55.320379638679995,55.40784301754,55.18084869386,55.221440887460005,57.98331451416001,60.82967453002,62.5096786499,62.51602325438,61.28694992066001,59.89661636354,59.876598358139994,59.99491119388,60.39415817262001,60.6683052063,60.48981781005999,60.51914215088,60.78572387695999,61.400028991700005,62.23138580321999,63.19972076416,63.702543258649996
R.elbow position_x,267.94236450200003,285.803942871,283.5006591796,262.31427001939994,230.6513427736,201.42570800779998,187.8533996582,191.35935363779998,202.80428466799998,216.64456481919996,245.60487060559998,279.58195800759995,302.6435852052,295.5304382324,290.8537231446,294.400958252,307.6820251464,315.2067687986,313.5676208498,310.86575927740006,311.2171752928,311.0679443358,310.76741333,310.7974609376,310.6148376466,309.9886413572,309.8172729492,309.7226318358,309.5624145506,309.5358459474,311.2229370116,311.2752197264,311.44861450199994,311.405621338,310.7984374998,310.3010009766,311.1664794922,312.3815734864,312.2550964358,311.7331420898,312.7171081544,312.37946777340005,311.9088806152,311.775427246,311.880316162,311.830041504,311.7536621094,311.501538086,311.0535766602,310.93488159180004,311.1165954592,311.42673950200003,311.1634063725
R.elbow position_y,120.79642592680099,154.63208007819998,160.60974426259997,156.2834777834,198.7005065916,194.37475585960001,141.4256561282,155.6585113524,193.67498779299999,211.09014892579998,203.612728882,147.62487792960002,146.922305298,144.428152466,148.3381866456,148.01544799799998,153.23296813960002,155.126397705,148.2764892582,147.09689941380003,149.17778320300002,147.40197753900003,146.46859130859997,146.5240661618,145.99992370579997,145.6846893312,146.7664276122,147.4430633546,147.0107177734,146.42944641140002,149.2568359376,149.6889587402,149.00269775399997,148.6114685058,148.5695129396,150.0705352784,151.61876525899999,147.82606506340002,143.7011138914,143.29581909179998,146.6501403808,148.4516326904,147.8440063476,147.39845581039998,146.8564056394,146.0942626952,145.3259429932,144.31099548359998,142.63211975100003,141.7628051758,140.9286865236,139.269204712,137.896888733
R.elbow position_z,99.02972412116,91.5422958374,94.54915466308002,87.0560195923,99.42861328122,103.06256408688,96.964402771,95.75382995604,97.04136505126,95.08495788572,109.87017974860001,95.78585510264,127.8634613036,144.6657287598,143.40940246579999,134.1814300536,136.109890747,128.32678070080001,123.30965118420002,128.35744171139999,128.9675598142,128.717889404,130.49112853999998,130.8020111084,130.634677124,131.2683563232,130.9722808838,130.380630493,130.24017944359997,130.9923736572,131.6620910646,135.71610107420003,135.79525756820001,135.0156433104,135.1083984376,136.70731201179998,140.3026245118,146.3430297852,158.02598876940002,164.5415832518,161.0990478516,159.1665283204,158.7643829344,157.797732544,156.6270446776,156.56957702640003,157.0146331788,156.7833282472,156.1180236816,154.3785766602,153.54405517599997,152.203253174,151.93486022949998
R.Thumb_M_s_x,35.303119277940006,33.7274772644,29.09278755186,9.13723402023,-28.477817916859998,-54.93681259156,-54.30521621703999,-57.1016418457,-56.9791557312,-46.03666687012,-11.485482096670001,32.3360824585,54.41541061400001,51.835359191920006,48.420574188239996,50.13968887328,59.674222564699996,62.08079299928001,60.994663238520005,60.614604949939995,61.17371368408,61.71745758057999,62.08440475463999,61.91419448852,61.75488967894,61.35521163942,60.64733734128,60.1776626587,59.92874221802,59.771223449720004,59.153886413559995,60.158894348139995,60.61816864013999,60.27159576417999,59.463414764419994,58.96577301026,60.08708343506,63.788418579120005,68.27033233644,69.6542098999,67.95972290038,65.64083404542001,65.03920745847999,64.60830078123999,64.47728881836,64.42803497316001,64.61936187744001,64.28913726808,63.376847076420006,62.53659057617999,62.57329177856,62.51579666138,62.500192642200005
R.Thumb_M_s_y,231.07478942859998,235.43967285160002,235.39760742180002,232.2979248046,248.2141784668,264.2532592776,261.962109375,267.5638183594,269.516821289,268.6168579104,265.76281433099996,242.06246032720006,237.78523254399997,235.84666137699998,233.0637573244,233.46191711440002,244.1009857178,249.87183532720002,247.94084472659998,246.5402160646,247.4510406494,248.00502014160003,247.5798828126,246.86881713879998,246.48638305679998,245.7353302004,244.8467132568,244.8076690674,244.1135711672,242.2419921872,239.90770874039998,239.60787353519999,239.19314880360002,238.4432647704,236.9874603272,236.85017089840002,241.2008026122,244.0464019774,246.3008758544,246.51893005359997,244.34054565440002,238.462286377,236.82844848640002,237.2115966798,237.40760192859997,237.5342620848,237.25599975580002,235.263745117,232.23185119640002,231.418041992,231.16203918460002,230.17142028819998,229.78820800799997
R.Thumb_M_s_z,52.032715606720004,47.83170928958,51.558763122580004,54.38914337158,58.985622406000005,63.9545288086,63.68564758302,67.4576675415,69.04131927492,69.11095428465998,69.79469757078002,56.46987228392,52.30686645508,56.40785064698,54.31188507080001,53.748113250719996,52.50942993164,60.98955307004,64.93769073486001,66.23077545167999,66.68510894774,67.16031494138,67.55131530759999,67.43504943846001,67.4726776123,67.14517364502,66.38854217528001,66.19798583984002,66.1213180542,65.61589355470001,63.89191818238,64.46291198728,64.56005401612,64.27744140624,63.360551452660005,63.38606414794,67.53645935058,71.67651672363999,75.810005188,76.2740737915,73.8622970581,70.53748779296001,70.08999328612,70.43611450195999,70.93939361571998,71.37246551514002,71.41168670654,70.87835998535999,70.29979553224001,70.5178192139,71.35733337399999,72.73534698486,73.32570648195
R.Thumb_M_e_x,35.303119277940006,33.7274772644,29.09278755186,9.13723402023,-28.477817916859998,-54.93681259156,-54.30521621703999,-57.1016418457,-56.9791557312,-46.03666687012,-11.485482096670001,32.3360824585,54.41541061400001,51.835359191920006,48.420574188239996,50.13968887328,59.674222564699996,62.08079299928001,60.994663238520005,60.614604949939995,61.17371368408,61.71745758057999,62.08440475463999,61.91419448852,61.75488967894,61.35521163942,60.64733734128,60.1776626587,59.92874221802,59.771223449720004,59.153886413559995,60.158894348139995,60.61816864013999,60.27159576417999,59.463414764419994,58.96577301026,60.08708343506,63.788418579120005,68.27033233644,69.6542098999,67.95972290038,65.64083404542001,65.03920745847999,64.60830078123999,64.47728881836,64.42803497316001,64.61936187744001,64.28913726808,63.376847076420006,62.53659057617999,62.57329177856,62.51579666138,62.500192642200005
R.Thumb_M_e_y,231.07478942859998,235.43967285160002,235.39760742180002,232.2979248046,248.2141784668,264.2532592776,261.962109375,267.5638183594,269.516821289,268.6168579104,265.76281433099996,242.06246032720006,237.78523254399997,235.84666137699998,233.0637573244,233.46191711440002,244.1009857178,249.87183532720002,247.94084472659998,246.5402160646,247.4510406494,248.00502014160003,247.5798828126,246.86881713879998,246.48638305679998,245.7353302004,244.8467132568,244.8076690674,244.1135711672,242.2419921872,239.90770874039998,239.60787353519999,239.19314880360002,238.4432647704,236.9874603272,236.85017089840002,241.2008026122,244.0464019774,246.3008758544,246.51893005359997,244.34054565440002,238.462286377,236.82844848640002,237.2115966798,237.40760192859997,237.5342620848,237.25599975580002,235.263745117,232.23185119640002,231.418041992,231.16203918460002,230.17142028819998,229.78820800799997
R.Thumb_M_e_z,52.032715606720004,47.83170928958,51.558763122580004,54.38914337158,58.985622406000005,63.9545288086,63.68564758302,67.4576675415,69.04131927492,69.11095428465998,69.79469757078002,56.46987228392,52.30686645508,56.40785064698,54.31188507080001,53.748113250719996,52.50942993164,60.98955307004,64.93769073486001,66.23077545167999,66.68510894774,67.16031494138,67.55131530759999,67.43504943846001,67.4726776123,67.14517364502,66.38854217528001,66.19798583984002,66.1213180542,65.61589355470001,63.89191818238,64.46291198728,64.56005401612,64.27744140624,63.360551452660005,63.38606414794,67.53645935058,71.67651672363999,75.810005188,76.2740737915,73.8622970581,70.53748779296001,70.08999328612,70.43611450195999,70.93939361571998,71.37246551514002,71.41168670654,70.87835998535999,70.29979553224001,70.5178192139,71.35733337399999,72.73534698486,73.32570648195
R.Thumb_M_d_x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_M_d_z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Thumb_P_s_x,35.303119277940006,33.7274772644,29.09278755186,9.13723402023,-28.477817916859998,-54.93681259156,-54.30521621703999,-57.1016418457,-56.9791557312,-46.03666687012,-11.485482096670001,32.3360824585,54.41541061400001,51.835359191920006,48.420574188239996,50.13968887328,59.674222564699996,62.08079299928001,60.994663238520005,60.614604949939995,61.17371368408,61.71745758057999,62.08440475463999,61.91419448852,61.75488967894,61.35521163942,60.64733734128,60.1776626587,59.92874221802,59.771223449720004,59.153886413559995,60.158894348139995,60.61816864013999,60.27159576417999,59.463414764419994,58.96577301026,60.08708343506,63.788418579120005,68.27033233644,69.6542098999,67.95972290038,65.64083404542001,65.03920745847999,64.60830078123999,64.47728881836,64.42803497316001,64.61936187744001,64.28913726808,63.376847076420006,62.53659057617999,62.57329177856,62.51579666138,62.500192642200005
R.Thumb_P_s_y,231.07478942859998,235.43967285160002,235.39760742180002,232.2979248046,248.2141784668,264.2532592776,261.962109375,267.5638183594,269.516821289,268.6168579104,265.76281433099996,242.06246032720006,237.78523254399997,235.84666137699998,233.0637573244,233.46191711440002,244.1009857178,249.87183532720002,247.94084472659998,246.5402160646,247.4510406494,248.00502014160003,247.5798828126,246.86881713879998,246.48638305679998,245.7353302004,244.8467132568,244.8076690674,244.1135711672,242.2419921872,239.90770874039998,239.60787353519999,239.19314880360002,238.4432647704,236.9874603272,236.85017089840002,241.2008026122,244.0464019774,246.3008758544,246.51893005359997,244.34054565440002,238.462286377,236.82844848640002,237.2115966798,237.40760192859997,237.5342620848,237.25599975580002,235.263745117,232.23185119640002,231.418041992,231.16203918460002,230.17142028819998,229.78820800799997
R.Thumb_P_s_z,52.032715606720004,47.83170928958,51.558763122580004,54.38914337158,58.985622406000005,63.9545288086,63.68564758302,67.4576675415,69.04131927492,69.11095428465998,69.79469757078002,56.46987228392,52.30686645508,56.40785064698,54.31188507080001,53.748113250719996,52.50942993164,60.98955307004,64.93769073486001,66.23077545167999,66.68510894774,67.16031494138,67.55131530759999,67.43504943846001,67.4726776123,67.14517364502,66.38854217528001,66.19798583984002,66.1213180542,65.61589355470001,63.89191818238,64.46291198728,64.56005401612,64.27744140624,63.360551452660005,63.38606414794,67.53645935058,71.67651672363999,75.810005188,76.2740737915,73.8622970581,70.53748779296001,70.08999328612,70.43611450195999,70.93939361571998,71.37246551514002,71.41168670654,70.87835998535999,70.29979553224001,70.5178192139,71.35733337399999,72.73534698486,73.32570648195
R.Thumb_P_e_x,37.664374542219996,39.50943450928,32.07487716674,14.031689429278597,-28.029355621323997,-57.67959976198,-57.49918899536001,-57.84763031004,-54.64900054932,-42.342891693119995,-10.344730997092002,33.38385276794,42.85886611937999,43.07749786374,44.32850036622,46.576948547360004,50.77360534666,58.0235244751,61.89051132200001,63.369947052,63.13620986942001,62.48057937624001,62.29772644044,62.053421020500004,62.18959274292,61.73334655763999,61.47142486572001,61.392713928240006,61.10704040528001,60.270885467519996,58.957250976580006,60.04126281735999,61.41973419188,61.28004684448,60.36282653808,59.360058593759994,59.4320335388,62.10670700074,62.37938995362,61.10655517578,61.23829650878,60.800070953399995,60.56735992432,60.060811615,60.11250228883999,59.86577377320001,59.61807479858,59.852416992200006,60.42755813596,60.71317520141999,61.37728958130001,61.93767623902001,62.12276649475
R.Thumb_P_e_y,257.2707733152,271.353253174,267.57001953120005,261.12729492159997,262.7793518064,263.89143066400004,266.63045654300004,270.3162597658,271.8291564942,274.62196044940004,274.49392089860004,269.13748168940003,262.6882263184,258.7231628418,263.7491699220001,265.6468078614,265.53693237299996,260.8415283204,262.036956787,266.0111938476,267.7005737304,267.0803466798,265.86757202120003,265.05109863280006,265.10516967779995,264.61380615240006,264.3057861326,264.56837158220003,264.10709838860004,262.3717834474,260.553265381,259.87172241199994,259.9426635744,259.7631896974,259.74422607419996,260.16528320300006,261.7084777832,261.21252441419995,257.59265441879995,254.762112427,254.69917297339998,253.2838226318,252.609979248,252.647668457,252.77529602020005,252.82785339359998,252.12202453619997,251.01793518059998,249.81809692400003,250.4696533204,250.92080688480002,249.6689971924,249.453720093
R.Thumb_P_e_z,70.82786178588,81.4241668701,89.01185150146,94.35118103028,105.73267364496,113.3675964356,112.8927688598,116.87974548339999,118.44791564940002,118.13340911859999,118.18297576879999,97.56981658938,93.14336547854,99.31723175058,92.90938110351999,91.20871734618,95.79652862560002,109.0979171754,112.36081542959998,111.685745239,111.8460220338,112.866067505,113.5850692748,113.51095581039999,113.37197418199999,112.93892669659999,111.9323104858,111.60347595200001,111.42558288560001,110.87151641860001,108.91768951419999,109.6618408202,109.53010101320001,108.9767166136,107.3441925046,107.0860366824,112.6024429322,118.09774169920001,123.58295440680001,124.34873962400002,121.79390869139999,117.54971466040001,116.8292617798,117.2829864502,117.8262649536,118.26456909160001,118.39664459240001,117.6225387572,116.51126403819998,116.20072021460001,116.76378784199999,118.26667633080001,118.78708267249999
R.Thumb_P_d_x,-0.04766961634160001,-0.11672697663289999,-0.06020281910897999,-0.09880989640938,-0.009053614833090199,0.055371734499919986,0.06448032185432,0.015060108527526003,-0.0470414649695,-0.07457040250302001,-0.023029625555498,-0.02115251868962,0.23330499529840001,0.17680480778220004,0.08261130526655999,0.07192504778506001,0.1796867877244,0.0819086499511,-0.01808549240233,-0.055625190585860004,-0.039619119465359995,-0.015405999682854003,-0.004306565644217999,-0.002810722985302,-0.008775840420268,-0.007633834891022001,-0.01663678307084,-0.0245296098292,-0.023787632957100003,-0.010087238717829999,0.0039697009604406,0.0023747601080682003,-0.016182107664652,-0.02035873793068,-0.01815743856132,-0.007959886803286001,0.013224230031476,0.03395060561596,0.11892708837978001,0.17256114780900003,0.1356930062176,0.09772593379016001,0.09027822464704001,0.09180528223514,0.0881168588996,0.09210350662469999,0.10096662342537999,0.08956907093531999,0.05954062193634,0.03681133687496001,0.024145042523760003,0.011671167798336001,0.007619526935745
R.Thumb_P_d_y,-0.5288490384819999,-0.7250284314154,-0.6495009183884,-0.5820110321046,-0.29404358714822,0.007304644770942002,-0.09424517750734,-0.05556663163008,-0.0466817125678,-0.1212317705156,-0.17626467496156,-0.5465939342974,-0.5027448415756,-0.46183370351780006,-0.6194809913634,-0.6497526168822001,-0.43275161385539995,-0.22145755290979996,-0.28457407355299996,-0.393082535267,-0.4088001191616,-0.3850951135158,-0.36919421553639997,-0.36706624031060003,-0.37587842345239997,-0.3811210334302,-0.3928422272208,-0.3989315867424,-0.4036318719390001,-0.40638273358340005,-0.4167950987818,-0.40908912420300003,-0.41889383792900003,-0.43040934801099995,-0.459416460991,-0.470688402653,-0.41401153206819996,-0.3465518414974,-0.227959856391,-0.16641441583659997,-0.20912128090879997,-0.29921903610239997,-0.31859953403480007,-0.3116253614426,-0.3102449476716,-0.30874896049500006,-0.30011721253400003,-0.31804758906360003,-0.3550333738326,-0.384616303444,-0.3988924920558,-0.39361954331380006,-0.397009849548
R.Thumb_P_d_z,-0.37944002151480005,-0.6781692743301999,-0.7561078906059999,-0.8067587614058,-0.9437354326248,-0.9975572824476,-0.9933995246887999,-0.9977390885352001,-0.9974265336992,-0.9896715164184,-0.9768686175346,-0.8297308325768,-0.8244124650956002,-0.8662600159648001,-0.779211127758,-0.7562593698499999,-0.8738854289056001,-0.9712177634238002,-0.9573840022088002,-0.9176506280896,-0.9117141842841999,-0.9227135419846,-0.9293353438376,-0.9301863193513998,-0.9266208052636001,-0.9244900345804,-0.9194433689116,-0.9166518211364,-0.9146082520486001,-0.9136261343956,-0.9089859485627999,-0.9124816536902,-0.9078610181807999,-0.9023946285248,-0.8879472970962,-0.8822205185888,-0.9097977638243998,-0.9371575474742,-0.9644463419914,-0.9705374836922,-0.967649435997,-0.9490887403486001,-0.9435782790184,-0.9457505464556,-0.9465580701828001,-0.9466637253762,-0.948538351059,-0.9436774134636,-0.9329230308534001,-0.9222521066666,-0.916671216488,-0.9191922068598,-0.9177800118924999
R.Thumb_I_s_x,37.664374542219996,39.50943450928,32.07487716674,14.031689429278597,-28.029355621323997,-57.67959976198,-57.49918899536001,-57.84763031004,-54.64900054932,-42.342891693119995,-10.344730997092002,33.38385276794,42.85886611937999,43.07749786374,44.32850036622,46.576948547360004,50.77360534666,58.0235244751,61.89051132200001,63.369947052,63.13620986942001,62.48057937624001,62.29772644044,62.053421020500004,62.18959274292,61.73334655763999,61.47142486572001,61.392713928240006,61.10704040528001,60.270885467519996,58.957250976580006,60.04126281735999,61.41973419188,61.28004684448,60.36282653808,59.360058593759994,59.4320335388,62.10670700074,62.37938995362,61.10655517578,61.23829650878,60.800070953399995,60.56735992432,60.060811615,60.11250228883999,59.86577377320001,59.61807479858,59.852416992200006,60.42755813596,60.71317520141999,61.37728958130001,61.93767623902001,62.12276649475
R.Thumb_I_s_y,257.2707733152,271.353253174,267.57001953120005,261.12729492159997,262.7793518064,263.89143066400004,266.63045654300004,270.3162597658,271.8291564942,274.62196044940004,274.49392089860004,269.13748168940003,262.6882263184,258.7231628418,263.7491699220001,265.6468078614,265.53693237299996,260.8415283204,262.036956787,266.0111938476,267.7005737304,267.0803466798,265.86757202120003,265.05109863280006,265.10516967779995,264.61380615240006,264.3057861326,264.56837158220003,264.10709838860004,262.3717834474,260.553265381,259.87172241199994,259.9426635744,259.7631896974,259.74422607419996,260.16528320300006,261.7084777832,261.21252441419995,257.59265441879995,254.762112427,254.69917297339998,253.2838226318,252.609979248,252.647668457,252.77529602020005,252.82785339359998,252.12202453619997,251.01793518059998,249.81809692400003,250.4696533204,250.92080688480002,249.6689971924,249.453720093
R.Thumb_I_s_z,70.82786178588,81.4241668701,89.01185150146,94.35118103028,105.73267364496,113.3675964356,112.8927688598,116.87974548339999,118.44791564940002,118.13340911859999,118.18297576879999,97.56981658938,93.14336547854,99.31723175058,92.90938110351999,91.20871734618,95.79652862560002,109.0979171754,112.36081542959998,111.685745239,111.8460220338,112.866067505,113.5850692748,113.51095581039999,113.37197418199999,112.93892669659999,111.9323104858,111.60347595200001,111.42558288560001,110.87151641860001,108.91768951419999,109.6618408202,109.53010101320001,108.9767166136,107.3441925046,107.0860366824,112.6024429322,118.09774169920001,123.58295440680001,124.34873962400002,121.79390869139999,117.54971466040001,116.8292617798,117.2829864502,117.8262649536,118.26456909160001,118.39664459240001,117.6225387572,116.51126403819998,116.20072021460001,116.76378784199999,118.26667633080001,118.78708267249999
R.Thumb_I_e_x,39.42837181092,41.82565841675999,32.78467369081999,15.466489404463399,-29.004141616830005,-60.43903961182,-61.04382858276,-58.478364562980005,-52.53530807495999,-39.64247741698,-10.800676536566002,32.05061264036,34.53837890624,36.8949951172,39.73350143434,42.03114547732,45.370682525620005,57.514499664300004,64.37264099122,65.99883117675999,65.07383270263999,63.654193115240005,63.05295333862,62.82450408935999,63.05877685547999,62.424243927019994,62.48483505248,62.6541809082,62.308644103999995,61.18853225709999,60.60854797364,61.552163696280005,63.32817230226,63.348606872560005,62.300735473639996,60.92726821898,60.74754486084,63.049111938479996,60.882721710199995,57.971862792959996,59.55827331544,60.26574859618,59.7634803772,58.98226242066001,58.99785766602,58.65943145752,58.17446746825999,58.575370788559994,59.952632904059996,60.989994812019994,61.96904373168,62.878615570040004,63.0898151398
R.Thumb_I_e_y,268.98131713879997,290.85135498019997,284.79877319359997,275.1340393066,262.56647949219996,252.69387817380002,260.881677246,263.826739502,263.59729614259993,269.7028564454,270.4254760742,282.71544799820003,273.3049316406,261.7776306152,272.11352539079996,276.9866577148,270.72109375,256.1739624022,254.34054565440002,258.27409667959995,259.1072143554,257.9513366698,257.1352233888,256.5299682616,256.70789184579996,256.4485229492,256.6015502928,257.11127319340005,256.6010498048,254.49176025379998,252.9473052978,252.03334350580002,252.81848754879996,253.30834350599997,254.6721923828,255.9215820312,255.08243408199996,250.8622650146,243.81086120619997,242.1538787842,243.27825317379998,243.4542144774,245.4894226072,246.99545288100003,247.47168579119997,247.08938598640003,245.65969238259999,245.5943695068,246.547406006,248.1484832762,248.6093200684,247.1370971682,246.9898605345
R.Thumb_I_e_z,89.26871299739999,111.6652816774,120.63139038080001,127.51733398440001,141.27246704099997,147.4842529298,148.3175445558,152.30618591299998,153.4907562254,153.74478149420003,153.82327880859998,130.5828094482,125.7553771976,134.6645355226,127.66547851579999,125.138783264,130.7897628784,144.7911682128,147.504916382,146.8108459474,146.8164855956,147.73548584,148.5679718018,148.5456848146,148.434310913,148.0598266602,147.1492370604,146.86594543439998,146.6795166016,146.0521606448,144.13201904279998,144.8313629152,144.83029479959998,144.39820251499998,142.99259033200002,142.8647613522,148.0061584472,152.615194702,156.84461059560002,157.9786651612,155.94499816880003,152.2402465822,152.1658203124,152.8851959226,153.481057739,153.8479248048,153.8477020264,153.2451812744,152.4220031738,152.1879882812,152.7489227296,154.22944030779996,154.75408172599998
R.Thumb_I_d_x,-0.048912791907839995,-0.06422475874422,-0.019681361876426,-0.03978435993194,0.02702901735611516,0.07651417404413999,0.09828633368010001,0.017489103414131995,-0.05860879272221999,-0.07487750127911999,0.012642528861740002,0.0369682887569,0.23071175813679998,0.171429389715,0.12741084545859999,0.12604674398920002,0.149813093245,0.014114320650689998,-0.06882487535477999,-0.07289410233495999,-0.05372670888902,-0.032542143389579996,-0.020941049605599997,-0.02138070985674,-0.0241008721292,-0.019157309457679995,-0.028099991008659998,-0.0349781498313,-0.03331825174392,-0.02544465325774,-0.045787415653480004,-0.041894495487220004,-0.0529174692929,-0.05735735222696,-0.05373463705183999,-0.043455832451579995,-0.03647670447828,-0.026131151989079997,0.0414998486638,0.08691924735888,0.046583941951380006,0.01481577400118,0.02229009754954,0.02990618236366,0.030907040834439996,0.03344964832068,0.040028568357220004,0.03541013598442,0.013168799597786,-0.0076756975962808,-0.016408251971,-0.026090512052160002,-0.02681447658685
R.Thumb_I_d_y,-0.3247136890888,-0.5406475663188,-0.477721852064,-0.388381254673,0.005902549484679992,0.3104874581098,0.15940306782719998,0.179942420125,0.2282543063166,0.1363976702092,0.11281047463418,-0.376491945982,-0.29438160955886006,-0.0846947520971,-0.2319281488658,-0.314433133602,-0.1437472298741,0.12942300736918,0.21340728402140002,0.2145354151728,0.23827801048739997,0.2531306028368,0.24213193058979998,0.23627521395679998,0.2328410208226,0.22640823721880002,0.21362421810620003,0.20677156448359998,0.20812886655300003,0.21849850714199998,0.21089923083780002,0.21734379827979997,0.1975402653218,0.1789809763432,0.1406381323934,0.11767000704979999,0.1837279766796,0.2869936108592,0.3821436882018,0.349603110552,0.3166810035706,0.2725569128988,0.1974399089812,0.1567255258558,0.14705933630479998,0.1591171205042,0.17918855249859997,0.1503854751586,0.09069021940225999,0.06436176374555999,0.06409326717256,0.07020491808651999,0.068318285048
